query	target	identity	alignment_length	mismatches	gap_openings	query_start	query_end	target_start	target_end	evalue	bit_score	genome_id	query_gene	target_info	target_location	strand	start	end	locus_tag	chr_id	midpoint	queryGenes_locus	locusTag_locus	set_queryGenes_locus	start_min	end_max	set_locusTag_locus	variant	Info	Cluster
AYG21329.1|CP032667.1	CP007442.1_cds_AKP86887.1_4135	1.0	690	0	0	1	690	1	690	1.393e-159	492	GCA_001051135.1	ompL	lcl|CP007442.1_cds_AKP86887.1_4135 [locus_tag=J444_4225] [protein=outer membrane porin L] [protein_id=AKP86887.1] [location=complement(4266284..4266976)] [gbkey=CDS]	complement(4266284..4266976)	-	4266284	4266976	J444_4225	CP007442.1	4266630.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21328.1|CP032667.1	CP007442.1_cds_AKP86888.1_4136	0.955	1401	63	0	1	1401	1	1401	1.105e-309	939	GCA_001051135.1	yihO	lcl|CP007442.1_cds_AKP86888.1_4136 [gene=uidB] [locus_tag=J444_4226] [protein=glucuronide transporter] [protein_id=AKP86888.1] [location=complement(4267044..4268447)] [gbkey=CDS]	complement(4267044..4268447)	-	4267044	4268447	J444_4226	CP007442.1	4267745.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21327.1|CP032667.1	CP007442.1_cds_AKP86889.1_4137	0.959	1383	57	0	1	1383	1	1383	4.549e-307	931	GCA_001051135.1	yihP	lcl|CP007442.1_cds_AKP86889.1_4137 [locus_tag=J444_4227] [protein=sugar transporter] [protein_id=AKP86889.1] [location=complement(4268490..4269875)] [gbkey=CDS]	complement(4268490..4269875)	-	4268490	4269875	J444_4227	CP007442.1	4269182.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21326.1|CP032667.1	CP007442.1_cds_AKP86890.1_4138	1.0	2034	0	0	1	2034	1	2034	0.0	1466	GCA_001051135.1	yihQ	lcl|CP007442.1_cds_AKP86890.1_4138 [locus_tag=J444_4228] [protein=glycosyl hydrolase, family 31] [protein_id=AKP86890.1] [location=complement(4269921..4271957)] [gbkey=CDS]	complement(4269921..4271957)	-	4269921	4271957	J444_4228	CP007442.1	4270939.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21325.1|CP032667.1	CP007442.1_cds_AKP86891.1_4139	0.975	900	22	0	25	924	1	900	8.513e-202	619	GCA_001051135.1	yihR	lcl|CP007442.1_cds_AKP86891.1_4139 [locus_tag=J444_4229] [protein=aldose-1-epimerase family protein] [protein_id=AKP86891.1] [location=complement(4272156..4273058)] [gbkey=CDS]	complement(4272156..4273058)	-	4272156	4273058	J444_4229	CP007442.1	4272607.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21324.1|CP032667.1	CP007442.1_cds_AKP86892.1_4140	1.0	1239	0	0	1	1239	1	1239	3.758e-299	906	GCA_001051135.1	yihS	lcl|CP007442.1_cds_AKP86892.1_4140 [locus_tag=J444_4230] [protein=aldose-ketose isomerase; D-mannose isomerase] [protein_id=AKP86892.1] [location=complement(4273196..4274437)] [gbkey=CDS]	complement(4273196..4274437)	-	4273196	4274437	J444_4230	CP007442.1	4273816.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21323.1|CP032667.1	CP007442.1_cds_AKP86893.1_4141	0.952	876	42	0	1	876	1	876	9.235e-191	586	GCA_001051135.1	yihT	lcl|CP007442.1_cds_AKP86893.1_4141 [locus_tag=J444_4231] [protein=hypothetical protein] [protein_id=AKP86893.1] [location=complement(4274454..4275332)] [gbkey=CDS]	complement(4274454..4275332)	-	4274454	4275332	J444_4231	CP007442.1	4274893.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21322.1|CP032667.1	CP007442.1_cds_AKP86894.1_4142	0.934	894	59	0	1	894	1	894	2.2979999999999997e-190	585	GCA_001051135.1	yihU	lcl|CP007442.1_cds_AKP86894.1_4142 [locus_tag=J444_4232] [protein=tartronate semialdehyde reductase] [protein_id=AKP86894.1] [location=complement(4275356..4276252)] [gbkey=CDS]	complement(4275356..4276252)	-	4275356	4276252	J444_4232	CP007442.1	4275804.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21321.1|CP032667.1	CP007442.1_cds_AKP86895.1_4143	0.956	894	39	0	1	894	1	894	7.691999999999999e-196	601	GCA_001051135.1	yihV	lcl|CP007442.1_cds_AKP86895.1_4143 [locus_tag=J444_4233] [protein=ribokinase] [protein_id=AKP86895.1] [location=4276420..4277316] [gbkey=CDS]	4276420..4277316	+	4276420	4277316	J444_4233	CP007442.1	4276868.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21320.1|CP032667.1	CP007442.1_cds_AKP86896.1_4144	0.935	783	51	0	1	783	1	783	2.433e-166	514	GCA_001051135.1	yihW	lcl|CP007442.1_cds_AKP86896.1_4144 [locus_tag=J444_4234] [protein=regulatory protein] [protein_id=AKP86896.1] [location=4277350..4278135] [gbkey=CDS]	4277350..4278135	+	4277350	4278135	J444_4234	CP007442.1	4277742.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	J444_4225/J444_4226/J444_4226/J444_4227/J444_4227/J444_4228/J444_4229/J444_4230/J444_4231/J444_4232/J444_4233/J444_4234	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4266284	4278135	J444_4225~J444_4226~J444_4227~J444_4228~J444_4229~J444_4230~J444_4231~J444_4232~J444_4233~J444_4234	long	APEC	7 (B1)
AYG21329.1|CP032667.1	CP007491.1_cds_ALY15422.1_3964	1.0	690	0	0	1	690	1	690	1.381e-159	492	GCA_001515725.1	ompL	lcl|CP007491.1_cds_ALY15422.1_3964 [locus_tag=ACN002_3964] [protein=outer membrane porin L] [protein_id=ALY15422.1] [location=complement(4161500..4162192)] [gbkey=CDS]	complement(4161500..4162192)	-	4161500	4162192	ACN002_3964	CP007491.1	4161846.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21328.1|CP032667.1	CP007491.1_cds_ALY15423.1_3965	0.955	1401	63	0	1	1401	1	1401	1.095e-309	939	GCA_001515725.1	yihO	lcl|CP007491.1_cds_ALY15423.1_3965 [gene=uidB] [locus_tag=ACN002_3965] [protein=glucuronide transporter] [protein_id=ALY15423.1] [location=complement(4162260..4163663)] [gbkey=CDS]	complement(4162260..4163663)	-	4162260	4163663	ACN002_3965	CP007491.1	4162961.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21327.1|CP032667.1	CP007491.1_cds_ALY15424.1_3966	0.959	1383	57	0	1	1383	22	1404	4.509000000000001e-307	931	GCA_001515725.1	yihP	lcl|CP007491.1_cds_ALY15424.1_3966 [gene=uidB] [locus_tag=ACN002_3966] [protein=glucuronide transporter] [protein_id=ALY15424.1] [location=complement(4163706..4165112)] [gbkey=CDS]	complement(4163706..4165112)	-	4163706	4165112	ACN002_3966	CP007491.1	4164409.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21326.1|CP032667.1	CP007491.1_cds_ALY15425.1_3967	1.0	2034	0	0	1	2034	1	2034	0.0	1464	GCA_001515725.1	yihQ	lcl|CP007491.1_cds_ALY15425.1_3967 [locus_tag=ACN002_3967] [protein=glycosyl hydrolase, family 31] [protein_id=ALY15425.1] [location=complement(4165137..4167173)] [gbkey=CDS]	complement(4165137..4167173)	-	4165137	4167173	ACN002_3967	CP007491.1	4166155.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21325.1|CP032667.1	CP007491.1_cds_ALY15426.1_3968	0.975	900	22	0	25	924	1	900	8.439e-202	619	GCA_001515725.1	yihR	lcl|CP007491.1_cds_ALY15426.1_3968 [locus_tag=ACN002_3968] [protein=aldose-1-epimerase family protein] [protein_id=ALY15426.1] [location=complement(4167372..4168274)] [gbkey=CDS]	complement(4167372..4168274)	-	4167372	4168274	ACN002_3968	CP007491.1	4167823.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21324.1|CP032667.1	CP007491.1_cds_ALY15427.1_3969	1.0	1239	0	0	1	1239	1	1239	3.725e-299	906	GCA_001515725.1	yihS	lcl|CP007491.1_cds_ALY15427.1_3969 [locus_tag=ACN002_3969] [protein=aldose-ketose isomerase; D-mannose isomerase] [protein_id=ALY15427.1] [location=complement(4168412..4169653)] [gbkey=CDS]	complement(4168412..4169653)	-	4168412	4169653	ACN002_3969	CP007491.1	4169032.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21323.1|CP032667.1	CP007491.1_cds_ALY15428.1_3970	0.952	876	42	0	1	876	1	876	9.154e-191	586	GCA_001515725.1	yihT	lcl|CP007491.1_cds_ALY15428.1_3970 [locus_tag=ACN002_3970] [protein=hypothetical protein] [protein_id=ALY15428.1] [location=complement(4169670..4170548)] [gbkey=CDS]	complement(4169670..4170548)	-	4169670	4170548	ACN002_3970	CP007491.1	4170109.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21322.1|CP032667.1	CP007491.1_cds_ALY15429.1_3971	0.934	894	59	0	1	894	1	894	2.278e-190	585	GCA_001515725.1	yihU	lcl|CP007491.1_cds_ALY15429.1_3971 [locus_tag=ACN002_3971] [protein=tartronate semialdehyde reductase] [protein_id=ALY15429.1] [location=complement(4170572..4171468)] [gbkey=CDS]	complement(4170572..4171468)	-	4170572	4171468	ACN002_3971	CP007491.1	4171020.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21321.1|CP032667.1	CP007491.1_cds_ALY15430.1_3972	0.956	894	39	0	1	894	1	894	7.623999999999999e-196	601	GCA_001515725.1	yihV	lcl|CP007491.1_cds_ALY15430.1_3972 [locus_tag=ACN002_3972] [protein=ribokinase] [protein_id=ALY15430.1] [location=4171636..4172532] [gbkey=CDS]	4171636..4172532	+	4171636	4172532	ACN002_3972	CP007491.1	4172084.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21320.1|CP032667.1	CP007491.1_cds_ALY15431.1_3973	0.935	783	51	0	1	783	1	783	2.411e-166	514	GCA_001515725.1	yihW	lcl|CP007491.1_cds_ALY15431.1_3973 [locus_tag=ACN002_3973] [protein=regulatory protein] [protein_id=ALY15431.1] [location=4172566..4173351] [gbkey=CDS]	4172566..4173351	+	4172566	4173351	ACN002_3973	CP007491.1	4172958.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	ACN002_3964/ACN002_3965/ACN002_3965/ACN002_3966/ACN002_3966/ACN002_3967/ACN002_3968/ACN002_3969/ACN002_3970/ACN002_3971/ACN002_3972/ACN002_3973	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4161500	4173351	ACN002_3964~ACN002_3965~ACN002_3966~ACN002_3967~ACN002_3968~ACN002_3969~ACN002_3970~ACN002_3971~ACN002_3972~ACN002_3973	long	APEC	7 (B1)
AYG21329.1|CP032667.1	CP007594.1_cds_AKF23896.1_4290	1.0	690	0	0	1	690	1	690	6.971e-159	490	GCA_000987875.1	ompL	lcl|CP007594.1_cds_AKF23896.1_4290 [gene=ompL] [locus_tag=DP32_22545] [protein=porin] [protein_id=AKF23896.1] [location=complement(4485718..4486410)] [gbkey=CDS]	complement(4485718..4486410)	-	4485718	4486410	DP32_22545	CP007594.1	4486064.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
AYG21328.1|CP032667.1	CP007594.1_cds_AKF23073.1_4291	0.943	1401	80	0	1	1401	1	1401	5.116e-305	926	GCA_000987875.1	yihO	lcl|CP007594.1_cds_AKF23073.1_4291 [locus_tag=DP32_22550] [protein=sugar transporter] [protein_id=AKF23073.1] [location=complement(4486477..4487880)] [gbkey=CDS]	complement(4486477..4487880)	-	4486477	4487880	DP32_22550	CP007594.1	4487178.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
AYG21327.1|CP032667.1	CP007594.1_cds_AKF23074.1_4292	0.959	1383	57	0	1	1383	1	1383	3.432e-307	932	GCA_000987875.1	yihP	lcl|CP007594.1_cds_AKF23074.1_4292 [locus_tag=DP32_22555] [protein=membrane protein] [protein_id=AKF23074.1] [location=complement(4487920..4489305)] [gbkey=CDS]	complement(4487920..4489305)	-	4487920	4489305	DP32_22555	CP007594.1	4488612.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
AYG21326.1|CP032667.1	CP007594.1_cds_AKF23075.1_4293	1.0	2034	0	0	1	2034	1	2034	0.0	1446	GCA_000987875.1	yihQ	lcl|CP007594.1_cds_AKF23075.1_4293 [locus_tag=DP32_22560] [protein=alpha-glucosidase] [protein_id=AKF23075.1] [location=complement(4489351..4491387)] [gbkey=CDS]	complement(4489351..4491387)	-	4489351	4491387	DP32_22560	CP007594.1	4490369.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
AYG21325.1|CP032667.1	CP007594.1_cds_AKF23077.1_4295	0.974	894	23	0	25	918	1	894	5.296000000000002e-200	614	GCA_000987875.1	yihR	lcl|CP007594.1_cds_AKF23077.1_4295 [locus_tag=DP32_22570] [protein=aldose epimerase] [protein_id=AKF23077.1] [location=complement(4492432..4493334)] [gbkey=CDS]	complement(4492432..4493334)	-	4492432	4493334	DP32_22570	CP007594.1	4492883.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
AYG21324.1|CP032667.1	CP007594.1_cds_AKF23078.1_4296	1.0	1239	0	0	1	1239	1	1239	1.704e-297	901	GCA_000987875.1	yihS	lcl|CP007594.1_cds_AKF23078.1_4296 [locus_tag=DP32_22575] [protein=sugar isomerase] [protein_id=AKF23078.1] [location=complement(4493402..4494643)] [gbkey=CDS]	complement(4493402..4494643)	-	4493402	4494643	DP32_22575	CP007594.1	4494022.5	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
AYG21323.1|CP032667.1	CP007594.1_cds_AKF23079.1_4297	0.944	876	49	0	1	876	1	876	7.876e-189	580	GCA_000987875.1	yihT	lcl|CP007594.1_cds_AKF23079.1_4297 [locus_tag=DP32_22580] [protein=aldolase] [protein_id=AKF23079.1] [location=complement(4494659..4495537)] [gbkey=CDS]	complement(4494659..4495537)	-	4494659	4495537	DP32_22580	CP007594.1	4495098.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
AYG21322.1|CP032667.1	CP007594.1_cds_AKF23080.1_4298	0.929	894	63	0	1	894	1	894	2.957e-189	582	GCA_000987875.1	yihU	lcl|CP007594.1_cds_AKF23080.1_4298 [locus_tag=DP32_22585] [protein=gamma-hydroxybutyrate dehydrogenase] [protein_id=AKF23080.1] [location=complement(4495561..4496457)] [gbkey=CDS]	complement(4495561..4496457)	-	4495561	4496457	DP32_22585	CP007594.1	4496009.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
AYG21321.1|CP032667.1	CP007594.1_cds_AKF23081.1_4299	0.948	894	46	0	1	894	1	894	8.989e-194	595	GCA_000987875.1	yihV	lcl|CP007594.1_cds_AKF23081.1_4299 [locus_tag=DP32_22590] [protein=sugar kinase] [protein_id=AKF23081.1] [location=4496625..4497521] [gbkey=CDS]	4496625..4497521	+	4496625	4497521	DP32_22590	CP007594.1	4497073.0	ompL/yihO/yihP/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	DP32_22545/DP32_22550/DP32_22550/DP32_22555/DP32_22555/DP32_22560/DP32_22570/DP32_22575/DP32_22580/DP32_22585/DP32_22590/DP32_22595	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4485718	4498340	DP32_22545~DP32_22550~DP32_22555~DP32_22560~DP32_22570~DP32_22575~DP32_22580~DP32_22585~DP32_22590~DP32_22595	long		2 (A)
